id_kab,id_prov,year,total_area (km2),population,densities,traffic_density,green_open_space,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated
1102,11.0,2022,1857.88,130787.0,70.4,0,685.53,69.62,3005.0,1,1926.13
1105,11.0,2022,6040.6,432849.0,71.66,0,0.09,68.72,13101.0,2,6319.6
1109,11.0,2022,3184.46,444505.0,139.59,0,0.42,71.2,12412.0,1,6489.77
1118,11.0,2022,952.11,162771.0,170.96,0,0.05,74.34,3980.0,1,2902.94
1175,11.0,2022,1391.0,95199.0,68.44,0,0.2,66.2,2365.0,1,1353.0
1205,12.0,2022,3793.71,318424.0,83.93,0,0.0,74.14,9646.0,1,5134.4092
1208,12.0,2022,3732.97,787681.0,211.01,0,121.92554600000001,71.13,46575.0,1,17256.5
1211,12.0,2022,2127.25,414429.0,194.82,0,0.01,75.36,23976.0,1,7076.635299999999
1212,12.0,2022,2498.0,1953986.0,782.22,0,421.45,76.19,127547.0,2,41121.1
1216,12.0,2022,1218.0,54609.0,44.83,0,0.01,68.85,1394.0,1,1613.7606
1221,12.0,2022,3892.74,267275.0,68.66,0,243.15177799999998,69.58,14587.0,1,4583.7523
1222,12.0,2022,3596.0,320324.0,89.08,0,70.67595300000002,72.16,34155.0,1,5314.6834
1224,12.0,2022,1242.0,150780.0,121.4,0,190.023729,63.75,4173.0,1,2557.2183999999997
1273,12.0,2022,79.97,274056.0,3426.99,1,0.71,79.7,15208.0,1,8812.14
1276,12.0,2022,90.45,300009.0,3316.85,1,1.899231,76.95,13316.0,1,7283.0766
1307,13.0,2022,2232.4,540905.0,242.3,0,736.62,73.29,23924.0,1,7799.36
1310,13.0,2022,3346.2,188649.0,56.38,0,0.5,69.71,6431.0,1,2698.87
1372,13.0,2022,58.72,75850.0,1291.72,0,11.47,79.23,4793.0,1,1981.02
1376,13.0,2022,80.43,143325.0,1781.98,0,8.53,79.53,8250.0,1,3660.88
1404,14.0,2022,12614.78,410988.0,32.58,0,321.41807500000004,72.93,65553.0,1,7125.7094
1409,14.0,2022,8881.59,658407.0,74.13,0,0.09,70.1,96084.0,3,12158.06
1502,15.0,2022,7679.0,357600.0,46.57,0,0.078511,69.98,20284.0,1,7377.84
1503,15.0,2022,6174.0,298100.0,48.28,0,0.04,70.89,20772.0,1,4286.56
1507,15.0,2022,5009.82,324500.0,64.77,0,220.83734200000004,68.79,50082.0,1,4643.5606
1509,15.0,2022,4659.0,373300.0,80.12,0,787.08,70.55,24897.0,1,5785.7
1601,16.0,2022,4797.0,375538.0,78.29,0,0.04,70.24,17614.0,1,5555.65
1605,16.0,2022,6357.09,402674.0,63.34,0,321.75647799999996,67.78,22342.0,1,9325.93
1608,16.0,2022,5493.94,426687.0,77.67,0,86.76812400000003,65.87,10328.0,1,6992.440400000001
1705,17.0,2022,4128.0,213755.0,51.7817345,0,443.36882699999995,67.76,5436.0,1,3841.716
1708,17.0,2022,665.0,153995.0,231.5714286,0,0.0,69.09,5161.0,1,2857.2983999999997
1872,18.0,2022,73.21,170169.0,2324.395574,1,0.28922,77.89,7224.0,1,3812.571
3172,31.0,2022,185.54,3066074.0,16525.13744,2,0.00914,83.45,547082.0,1,84425.243
3207,32.0,2022,1414.71,1247768.0,881.9956033,0,64.20081,71.45,36774.0,1,20975.849
3217,32.0,2022,1305.77,1846969.0,1414.467326,0,161.034434,69.04,52921.0,1,38213.21029999999
3218,32.0,2022,1010.0,432380.0,428.0990099,0,58.737509,69.03,13164.0,1,6756.5342
3277,32.0,2022,39.27,575235.0,14648.20474,2,0.37212,78.77,37538.0,1,10054.232
3278,32.0,2022,171.61,733467.0,4274.034147,1,35.245114,73.83,24975.0,1,13900.802300000001
3301,33.0,2022,2249.28,1988622.0,884.1149168,0,42.19192,70.99,121022.0,3,34705.578
3304,33.0,2022,1069.73,1038718.0,971.0095071,0,0.03849,68.61,24996.0,1,15752.476800000004
3371,33.0,2022,18.12,121675.0,6714.95585,1,130.11276099999998,80.39,10073.0,1,2938.462
3374,33.0,2022,373.7,1659975.0,4441.99893,1,109.33806,84.08,227374.0,1,43108.522
3501,35.0,2022,1390.0,592916.0,426.5582734,0,587.1372,69.37,17986.0,1,10499.996
3503,35.0,2022,1261.4,739669.0,586.3873474,0,0.007,71.0,20882.0,1,11149.874
3505,35.0,2022,1588.79,1240322.0,780.670825,0,0.1045,71.86,41379.0,1,14930.56
3511,35.0,2022,1560.1,781417.0,500.8762259,0,0.05403,67.31,22902.0,1,12060.1315
3517,35.0,2022,1159.5,1335972.0,1152.196636,0,0.30048,74.05,45936.0,1,19358.344
3519,35.0,2022,1010.86,757665.0,749.5251568,0,458.94622,72.39,21859.0,1,10952.088
3521,35.0,2022,1298.98,877432.0,675.4776825,0,0.72214,71.75,22455.0,4,13069.623
3523,35.0,2022,1839.94,1209543.0,657.3817624,0,35.25125,69.67,75188.0,1,18443.937
3525,35.0,2022,1194.0,1332664.0,1116.134003,0,29.83403,77.16,163908.0,1,14283.543
3526,35.0,2022,1260.15,1086620.0,862.2941713,0,0.17341,65.05,27164.0,1,15173.605
3574,35.0,2022,56.667,243200.0,4291.73946,1,6.49895,74.56,12931.0,1,3546.515
3578,35.0,2022,335.28,2887223.0,8611.378549,1,0.11504,82.74,655616.0,1,65104.342
3604,36.0,2022,1734.28,1661370.0,957.959499,0,1.6154,67.75,87983.0,1,41458.197
5107,51.0,2022,839.5,511300.0,609.0530077,0,0.1131,68.28,17669.0,2,11371.183
5202,52.0,2022,1208.39,1069583.0,885.1306284,0,51.49575299999999,67.57,19243.0,1,15326.35
5272,52.0,2022,222.25,159107.0,715.8920135,0,22.997403000000006,76.84,4575.0,1,3018.937
5302,53.0,2022,6984.01,251702.0,36.03975367,0,63.163163,66.17,6830.0,1,4458.5264
5305,53.0,2022,2623.2,267146.0,101.8397377,0,117.15669199999999,64.26,4493.0,1,4448.436299999999
5314,53.0,2022,1286.45,148084.0,115.1105756,0,71.227113,63.21,3517.0,1,2456.4793999999997
5318,53.0,2022,1396.16,163745.0,117.2824032,0,0.00845,66.22,2487.0,1,2957.7969000000003
5319,53.0,2022,2389.53,285374.0,119.4268329,0,89.72336200000001,62.3,3650.0,1,5099.8334
6102,61.0,2022,5396.3,294503.0,54.57498656,0,0.032,68.74,10325.0,1,4390.4515
6103,61.0,2022,9909.1,407994.0,41.17366865,0,0.02178,67.17,12776.0,1,6793.0807
6171,61.0,2022,107.8,669853.0,6213.849722,1,9.03758,80.48,44320.0,1,14656.071
6201,62.0,2022,10759.0,276570.0,25.70592062,0,107.72183000000003,73.41,26265.0,1,4973.691
6202,62.0,2022,16796.0,438392.0,26.10097642,0,12.076217000000002,71.67,33358.0,1,6792.6159
6203,62.0,2022,14999.0,420060.0,28.00586706,0,0.13325,70.01,22995.0,1,7723.583
6305,63.0,2022,2175.0,194850.0,89.5862069,0,0.02061,71.02,12771.0,1,2996.679
6306,63.0,2022,1804.94,234909.0,130.1478165,0,549.91307,69.76,8442.0,1,3533.01
6307,63.0,2022,1770.77,265009.0,149.6574936,0,199.42597,69.7,7948.0,1,3807.008
6371,63.0,2022,98.46,673514.0,6840.483445,1,3.68414,77.97,38498.0,1,17054.344
6402,64.0,2022,33052.0,155285.0,4.698202832,0,171.18892300000002,72.92,43410.0,1,2563.906
6471,64.0,2022,509.75,645299.0,1265.912702,0,197.1693,81.13,127372.0,1,18787.503
6474,64.0,2022,161.88,185251.0,1144.372375,0,32.18292,80.94,63108.0,1,3804.64
6502,65.0,2022,13880.0,155823.0,11.22644092,0,0.902,72.08,24239.0,1,3235.5039
7107,71.0,2022,1644.37,84543.0,51.41361129,0,207.002095,68.06,2982.0,1,1265.186
7108,71.0,2022,217.29,72517.0,333.7337199,0,0.002,68.94,2856.0,1,1077.655
7202,72.0,2022,8252.88,370971.0,44.95049001,0,0.00336,71.08,40766.0,1,6876.746
7209,72.0,2022,5572.86,169478.0,30.41131484,0,70.13806100000001,65.54,6376.0,1,2807.8116999999997
7304,73.0,2022,796.0,409893.0,514.9409548,0,77.87732500000001,65.13,11780.0,1,5920.417
7305,73.0,2022,555.43,308527.0,555.4741372,0,41.584475,68.31,12257.0,1,4023.0794
7307,73.0,2022,865.24,264622.0,305.8365309,0,194.19916,68.33,13530.0,1,3931.984
7308,73.0,2022,1442.95,402148.0,278.6984996,0,0.009,71.0,23544.0,1,5895.1
7313,73.0,2022,2608.71,383926.0,147.1708239,0,70.88666,70.26,24353.0,1,5542.846
7325,73.0,2022,6745.92,304297.0,45.1083025,0,8.28958,73.92,28410.0,4,4387.461
7401,74.0,2022,1669.33,118410.0,70.93264963,0,409.971171,67.23,4592.0,1,1885.3504
7471,74.0,2022,265.79,357650.0,1345.611197,0,25.0287,84.51,26456.0,1,9847.688
8104,81.0,2022,7594.98,137990.0,18.16857977,0,60.814707,69.94,2765.0,1,2154.5999
8105,81.0,2022,6425.77,103860.0,16.1630435,0,110.251033,64.21,4044.0,1,1488.4748000000002
8109,81.0,2022,5577.48,78515.0,14.07714595,0,41.718033,65.37,1632.0,2,1135.53
8203,82.0,2022,3304.32,104550.0,31.64039802,0,110.201944,64.7,2875.0,1,1515.3096
8272,82.0,2022,1703.32,115784.0,67.97548317,0,15.3425,71.55,3297.0,1,1690.446
9106,91.0,2022,7789.92,51961.0,6.67028673,0,41.844384999999996,63.08,2105.0,1,993.7535
9110,91.0,2022,5461.69,44686.0,8.181716648,0,41.844384999999996,60.49,784.0,1,995.742
9112,91.0,2022,2773.74,39472.0,14.23060561,0,41.758455999999995,57.01,280.0,1,1108.1966
9401,94.0,2022,46791.63,233621.0,4.992794652,0,7.945045000000002,71.24,17370.0,1,3392.412
9404,94.0,2022,3922.02,173291.0,44.18411941,0,0.08,69.91,12605.0,1,2622.6343000000006
9408,94.0,2022,2432.49,113498.0,46.65918462,0,167.21203299999996,68.41,4660.0,1,1677.978
9411,94.0,2022,6477.65,219249.0,33.84699698,0,91.302769,49.84,1448.0,1,3419.8201999999997
9420,94.0,2022,9365.0,65377.0,6.980993059,0,208.879529,67.24,3205.0,1,961.95
9430,94.0,2022,2248.0,202327.0,90.00311388,0,164.909327,49.62,2145.0,1,3394.3067
9436,94.0,2022,518.04,91460.0,176.5500734,0,42.584939,50.42,1572.0,1,1375.4026000000001
1101,11.0,2023,1838.09,96031.0,52.24499344,0,0.1227,68.06,2935.0,1,1647.621
1105,11.0,2023,6040.6,449796.0,74.46213952,0,0.29231199999999996,69.32,13803.0,2,6346.653799999999
1112,11.0,2023,1882.05,154800.0,82.25073723,0,0.71119,68.07,4965.0,1,2650.4771
1115,11.0,2023,3544.9,176461.0,49.7788372,0,68.870059,70.78,11950.0,1,2545.16
1171,11.0,2023,59.02,259538.0,4397.458489,1,8.43187,86.69,23777.0,2,9337.054
1173,11.0,2023,239.83,182469.0,760.8264187,0,75.1282,78.36,6853.0,1,3515.498
1202,12.0,2023,6620.7,496975.0,75.063815,0,121.79084699999999,68.56,18322.0,1,7454.846800000001
1210,12.0,2023,1927.8,324747.0,168.4547152,0,73.739273,73.27,11651.0,1,5524.1431
1218,12.0,2023,1900.22,682918.0,359.3889129,0,0.6401,71.75,37534.0,2,14695.990199999997
1225,12.0,2023,520.34,95334.0,183.2148211,0,15.647993000000003,63.7,2337.0,1,1678.3397
1272,12.0,2023,60.52,183170.0,3026.602776,1,0.006,70.59,11209.0,1,3368.1744999999996
1304,13.0,2023,3155.23,243308.0,77.11260352,0,0.0,69.65,11677.0,1,4130.1383
1306,13.0,2023,1343.09,439171.0,326.9855334,0,0.00307,72.61,25071.0,1,7959.354
1310,13.0,2023,3346.2,192481.0,57.52226406,0,0.4994,70.58,7044.0,1,2754.275
1401,14.0,2023,7656.03,351786.0,45.94887951,0,633.2127,71.67,47651.0,2,4494.066
1407,14.0,2023,7588.13,594438.0,78.33787771,0,0.3997,71.02,52157.0,3,11898.824899999998
1507,15.0,2023,5009.82,330500.0,65.97043407,0,284.222599,69.35,50852.0,2,4537.4021999999995
1610,16.0,2023,2382.0,431043.0,180.9584383,0,231.111931,68.76,14251.0,1,6678.1489
1672,16.0,2023,434.46,200673.0,461.8906228,0,5.17342,76.46,9834.0,1,3640.583
1701,17.0,2023,1186.7,172162.0,145.0762619,0,20.469494,71.91,7201.0,1,3326.7880999999993
1704,17.0,2023,2556.0,131345.0,51.38693271,0,562.5774459999999,68.38,4548.0,1,2326.6137
1706,17.0,2023,4147.0,199932.0,48.21123704,0,283.592992,69.97,6800.0,1,3588.0193
1707,17.0,2023,1665.28,107693.0,64.66960511,0,1214.51345,68.71,4159.0,1,3051.644
1709,17.0,2023,1223.94,121509.0,99.27692534,0,242.937104,68.99,6665.0,1,2495.3977000000004
1802,18.0,2023,4654.96,659818.0,141.7451493,0,293.705778,67.86,19609.0,1,12924.8717
1807,18.0,2023,3921.63,485056.0,123.6873443,0,1215.40535,68.63,17473.0,1,7064.706
1901,19.0,2023,3028.794,329980.0,108.9476538,0,74.537195,73.66,19299.0,1,5054.0215
1903,19.0,2023,2821.0,211570.0,74.99822758,0,263.58484,70.45,17692.0,1,3814.001300000001
2172,21.0,2023,144.56,234840.0,1624.515772,0,25.07202,80.23,23534.0,1,5571.579
3174,31.0,2023,125.0,2470054.0,19760.432,2,0.02241,83.02,585512.0,2,74813.53
3201,32.0,2023,2986.2,5643838.0,1889.97321,0,170.21426,71.78,289106.0,2,55556.81509999999
3206,32.0,2023,2108.82,1928640.0,914.5588528,0,116.47829299999998,67.76,46098.0,1,35072.399699999994
3275,32.0,2023,210.49,2615182.0,12424.25768,2,0.1046,83.03,118963.0,2,66472.1024
3302,33.0,2023,1328.0,1828573.0,1376.9375,0,231.39277,73.86,68752.0,1,39957.8635
3308,33.0,2023,1085.73,1330656.0,1225.586472,0,150.16093399999997,71.45,40680.0,2,24176.797
3314,33.0,2023,994.57,997485.0,1002.930915,0,158.04126,75.1,48570.0,1,21730.122
3315,33.0,2023,2022.25,1492891.0,738.2326616,0,0.16963,71.49,34759.0,1,31505.032
3320,33.0,2023,1020.25,1221086.0,1196.849792,0,184.82197,73.85,38023.0,3,15457.151
3325,33.0,2023,788.64,828883.0,1051.028353,0,0.05745,70.2,27887.0,1,12505.946700000002
3327,33.0,2023,1115.0,1523622.0,1366.47713,0,150.164,68.03,32355.0,1,32991.987499999996
3373,33.0,2023,56.78,198920.0,3503.346249,1,8.865132000000001,84.99,16773.0,1,4249.623
3403,34.0,2023,1485.0,751010.0,505.7306397,0,0.02267,71.24,24976.0,1,12120.774399999998
3505,35.0,2023,1588.79,1249497.0,786.4456599,0,1.9515,72.49,44892.0,1,15784.8994
3508,35.0,2023,1790.9,1147261.0,640.6058406,0,4.1435,67.87,40073.0,1,19527.512
3513,35.0,2023,1696.17,1163859.0,686.1688392,0,505.0,67.79,42377.0,1,16935.489
3515,35.0,2023,714.27,2114588.0,2960.488331,1,0.29111,81.55,273698.0,1,49823.393099999994
3516,35.0,2023,692.15,1141516.0,1649.232103,0,3.10927,75.53,104364.0,1,17958.0681
3520,35.0,2023,688.84,682466.0,990.7467627,0,26.99134,75.41,22922.0,1,10072.511
3523,35.0,2023,1839.94,1215795.0,660.7796993,0,36.93696,70.34,81860.0,1,18542.294
3601,36.0,2023,2746.0,1312770.0,478.0662782,0,0.00732,66.42,34018.0,2,18581.23
5202,52.0,2023,1208.39,1089736.0,901.8081911,0,70.69525999999999,68.4,21251.0,1,13765.775
5272,52.0,2023,222.25,161362.0,726.0382452,0,56.349587,77.36,4986.0,1,2991.235199999999
5302,53.0,2023,6984.01,255498.0,36.58328095,0,55.256897,67.05,7328.0,1,4490.2903
5306,53.0,2023,1127.25,231008.0,204.9305833,0,146.39539,63.83,5481.0,1,3770.5092000000004
5311,53.0,2023,2085.24,278581.0,133.5966124,0,110.18523699999996,68.63,7374.0,1,4719.529
5317,53.0,2023,1383.31,322073.0,232.8277826,0,105.535709,63.74,4500.0,1,5050.592
5320,53.0,2023,460.96,93330.0,202.4687608,0,16.340045,58.89,1638.0,1,1379.9516000000003
6101,61.0,2023,6395.7,648181.0,101.3463733,0,0.50848,68.69,26203.0,5,11756.303
6107,61.0,2023,21635.0,438022.0,20.24599029,0,0.4357690000000001,68.67,18587.0,1,6592.996799999999
6201,62.0,2023,10759.0,279740.0,26.00055767,0,46.09,74.04,28552.0,1,5017.564
6206,62.0,2023,3827.0,66633.0,17.41128822,0,263.824428,69.44,5922.0,1,1418.1565999999998
6211,62.0,2023,10804.0,142835.0,13.22056646,0,0.00087,72.09,8620.0,1,3590.888
6308,63.0,2023,915.05,235785.0,257.674444,0,0.04271,67.66,6112.0,1,3885.1413000000002
6402,64.0,2023,33052.0,156596.0,4.737867603,0,240.99381900000003,73.72,39336.0,1,2584.302
6409,64.0,2023,2440.62,159510.0,65.35634388,0,333.54039,73.3,17246.0,1,3587.33
6501,65.0,2023,38911.8,85533.0,2.19812499,0,121.16688300000001,73.19,18443.0,1,1734.0089
6502,65.0,2023,13880.0,158049.0,11.38681556,0,0.902,72.72,25578.0,1,3226.6301
7101,71.0,2023,2871.65,254945.0,88.7799697,0,72.927115,69.62,10539.0,1,3953.3032
7105,71.0,2023,1456.46,241310.0,165.6825453,0,0.00688,73.66,11533.0,1,4024.3929000000003
7108,71.0,2023,217.29,70938.0,326.4669336,0,70.14930399999997,69.57,3114.0,1,1300.5556000000001
7111,71.0,2023,866.54,90109.0,103.9871212,0,56.47216000000001,67.95,3809.0,1,1635.8778000000002
7172,71.0,2023,313.51,228006.0,727.2686677,0,23.691792000000003,75.11,22674.0,1,5805.522
7174,71.0,2023,108.89,123918.0,1138.010837,0,18.5224,74.43,4799.0,1,3166.105
7207,72.0,2023,4043.57,149340.0,36.93271045,0,272.003296,69.57,7184.0,1,2197.665
7211,72.0,2023,725.67,73110.0,100.748274,0,67.84418199999999,66.93,3017.0,1,1367.29
7301,73.0,2023,1160.36,141176.0,121.66569,0,0.26147,69.2,7986.0,1,2056.863
7316,73.0,2023,1806.85,234571.0,129.8231729,0,190.738157,73.89,9652.0,1,3705.6296
7326,73.0,2023,1289.13,273337.0,212.0321457,0,19.427969999999995,71.23,12308.0,1,3944.9238999999993
7371,73.0,2023,176.85,1454956.0,8227.062482,1,58.556039999999996,83.52,226903.0,1,37670.741
7406,74.0,2023,3293.97,158110.0,47.99982999,0,163.25158,67.43,8557.0,1,2553.9285
7412,74.0,2023,705.71,39000.0,55.2634935,0,38.609745,67.32,1717.0,1,1251.873
7472,74.0,2023,294.14,166150.0,564.8670701,0,65.39182499999998,77.52,11522.0,1,3353.3383000000003
7502,75.0,2023,2160.36,415200.0,192.1901905,0,0.03768,69.09,16088.0,1,5191.888
7602,76.0,2023,2074.76,495371.0,238.7606277,0,135.857306,65.59,16003.0,1,7796.3765
7604,76.0,2023,4954.57,283282.0,57.17590023,0,135.78262999999998,69.61,14380.0,1,4123.9286999999995
8102,81.0,2023,4676.0,124968.0,26.72540633,0,223.802162,67.57,4111.0,1,2089.8944
8107,81.0,2023,3952.08,144818.0,36.643489,0,80.21947,65.82,3509.0,1,2118.5688000000005
8201,82.0,2023,2239.11,137543.0,61.42753147,0,168.725824,66.91,2662.0,1,2017.8568000000002
8202,82.0,2023,2276.9,96977.0,42.59168167,0,144.770453,67.48,28358.0,2,1907.6182000000001
8205,82.0,2023,3891.62,203210.0,52.21732852,0,338.60769400000004,69.05,6742.0,1,3630.8316000000004
8207,82.0,2023,2337.33,79319.0,33.93573009,0,33.730386,64.73,1854.0,1,1305.8228
9104,91.0,2023,18658.0,81553.0,4.370940079,0,89.14292000000002,66.0,39537.0,1,1520.7621000000001
9106,91.0,2023,7789.92,52854.0,6.784922053,0,41.915504,63.94,2251.0,1,993.7535
9108,91.0,2023,7559.6,67704.0,8.95602942,0,148.801886,65.26,4168.0,1,989.34
9408,94.0,2023,2432.49,114408.0,47.03328688,0,156.40381800000003,69.11,4968.0,1,1721.4899999999998
9409,94.0,2023,2602.0,147403.0,56.6498847,0,680.9959,73.46,6282.0,1,2143.455
9412,94.0,2023,21693.51,313016.0,14.42901587,0,154.43389399999995,75.91,126873.0,1,5712.542
9414,94.0,2023,23824.0,109139.0,4.58105272,0,170.526147,60.57,3600.0,1,1413.3644
9420,94.0,2023,9365.0,66401.0,7.090336359,0,208.879529,68.08,3387.0,1,969.455
9427,94.0,2023,634.24,25377.0,40.01166751,0,38.609745,64.61,1172.0,1,1202.5075000000002
9433,94.0,2023,8055.0,176959.0,21.96883923,0,124.76419600000001,44.59,1669.0,1,2443.8561
9434,94.0,2023,7052.92,115789.0,16.41717189,0,170.39979499999998,56.7,1544.0,1,1426.9361999999999
9436,94.0,2023,518.04,91855.0,177.3125627,0,42.656057999999994,51.18,1664.0,1,1372.5491000000002
