id,id_kab,id_prov,city_or_regency,year,total_area (km2),population,densities,traffic_density,green_open_space,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,happiness_score
11012022,1101,11,Simeulue,2022,1838.09,94876.0,51.62,Low,0.12,67.27,2688.0,1.0,1628.09,72.37
11032022,1103,11,Aceh Selatan,2022,4173.82,237376.0,56.87,Low,,67.87,6447.0,1.0,3521.77,72.54
11042022,1104,11,Aceh Tenggara,2022,4242.04,228308.0,53.82,Low,,70.32,5829.0,1.0,3333.3,72.38
11062022,1106,11,Aceh Tengah,2022,4527.53,222673.0,49.18,Low,1.11,73.95,8873.0,1.0,,71.38
11072022,1107,11,Aceh Barat,2022,2927.95,202858.0,69.28,Low,0.01,72.34,12730.0,1.0,3702.16,72.36
11082022,1108,11,Aceh Besar,2022,2903.5,414490.0,142.76,Low,,74.0,15457.0,,,72.91
11102022,1110,11,Bireuen,2022,1798.0,443874.0,246.87,Low,0.0,73.16,15470.0,,,73.03
11112022,1111,11,Aceh Utara,2022,3296.86,614640.0,186.43,Low,0.05,70.22,28310.0,,,70.79
11122022,1112,11,Aceh Barat Daya,2022,1882.05,155046.0,82.38,Low,0.71,67.41,4546.0,1.0,2834.81,71.79
11132022,1113,11,Gayo Lues,2022,5549.91,103131.0,18.58,Low,79.65,68.25,3077.0,1.0,1498.6,71.92
11142022,1114,11,Aceh Tamiang,2022,1957.02,301492.0,154.06,Low,0.04,70.43,10433.0,1.0,4406.28,72.63
11152022,1115,11,Nagan Raya,2022,3544.9,173393.0,48.91,Low,,70.1,10635.0,1.0,2531.54,76.15
11162022,1116,11,Aceh Jaya,2022,3727.0,96028.0,25.77,Low,0.82,70.36,3122.0,2.0,1723.13,72.21
11172022,1117,11,Bener Meriah,2022,1941.6,168690.0,86.88,Low,0.0,73.9,5476.0,1.0,2408.47,74.78
11712022,1171,11,City of Banda Aceh,2022,59.02,257635.0,4365.22,Medium,8.43,86.28,21561.0,2.0,9205.59,73.76
11722022,1172,11,City of Sabang,2022,122.13,43208.0,353.79,Low,,76.85,1643.0,1.0,630.84,70.92
11732022,1173,11,City of Langsa,2022,239.83,192630.0,803.19,Low,75.13,77.82,6263.0,1.0,3447.02,72.96
11742022,1174,11,City of Lhokseumawe,2022,181.0,191396.0,1057.44,Low,,78.04,10278.0,,,70.69
12012022,1201,12,Nias,2022,853.44,149249.0,174.88,Low,,63.69,4536.0,1.0,2127.24,71.09
12022022,1202,12,Mandailing Natal,2022,6620.7,484874.0,73.24,Low,,68.05,16404.0,,,71.33
12032022,1203,12,Tapanuli Selatan,2022,4355.35,307312.0,70.56,Low,3300.75,70.92,17052.0,1.0,,71.41
12042022,1204,12,Tapanuli Tengah,2022,2194.98,374734.0,170.72,Low,0.0,70.31,11635.0,1.0,6739.73,71.12
12062022,1206,12,Toba Samosir,2022,2022.0,212133.0,104.91,Low,,75.96,8944.0,2.0,3505.9,71.35
12072022,1207,12,Labuhan Batu,2022,2561.38,508024.0,198.34,Low,,72.92,41809.0,,,71.09
12092022,1209,12,Simalungun,2022,4372.5,1021615.0,233.65,Low,,73.77,47286.0,1.0,18644.47,69.83
12102022,1210,12,Dairi,2022,1927.8,315460.0,163.64,Low,,72.56,10717.0,,,70.68
12132022,1213,12,Langkat,2022,6273.29,1039926.0,165.77,Low,,71.86,51413.0,4.0,19032.38,71.1
12142022,1214,12,Nias Selatan,2022,2487.99,373674.0,150.19,Low,,63.17,8015.0,,,71.01
12152022,1215,12,Humbang Hasundutan,2022,2297.2,202299.0,88.06,Low,,70.32,6919.0,1.0,2165.37,70.04
12172022,1217,12,Samosir,2022,1444.25,139337.0,96.48,Low,,71.67,5166.0,,,70.82
12182022,1218,12,Serdang Bedagai,2022,1900.22,667998.0,351.54,Low,,71.21,33518.0,,,70.89
12192022,1219,12,Batu Bara,2022,904.96,416367.0,460.09,Low,,69.51,40867.0,,,71.03
12202022,1220,12,Padang Lawas Utara,2022,3945.56,267275.0,67.74,Low,,70.93,14375.0,,,71.24
12232022,1223,12,Labuhan Batu Utara,2022,3545.8,390954.0,110.26,Low,,72.77,30282.0,,,71.18
12252022,1225,12,Nias Barat,2022,520.34,91346.0,175.55,Low,,62.93,2173.0,,,70.88
12712022,1271,12,City of Sibolga,2022,10.77,90366.0,8390.53,Medium,0.01,74.74,6340.0,,,70.96
12722022,1272,12,City of Tanjung Balai,2022,60.52,179748.0,2970.06,Medium,0.04,69.86,10466.0,,,71.13
12742022,1274,12,City of Tebing Tinggi,2022,38.96,177785.0,4563.27,Medium,4.76,76.17,6931.0,1.0,4548.82,70.9
12752022,1275,12,City of Medan,2022,265.1,2494512.0,9409.7,Medium,26.51,81.76,280159.0,1.0,62874.92,70.91
12772022,1277,12,City of Padangsidimpuan,2022,159.3,231062.0,1450.48,Low,,76.05,7385.0,1.0,5906.6,71.19
12782022,1278,12,City of Gunungsitoli,2022,469.4,137583.0,293.1,Low,,70.23,6477.0,,,70.94
13012022,1301,13,Kepulauan Mentawai,2022,6033.76,89401.0,14.82,Low,,62.19,5446.0,,,71.07
13022022,1302,13,Pesisir Selatan,2022,1938.79,516518.0,266.41,Low,600.19,70.84,16606.0,1.0,5580.32,71.26
13032022,1303,13,Solok,2022,3738.0,397829.0,106.43,Low,0.39,70.02,15781.0,1.0,5755.86,71.24
13042022,1304,13,Sijunjung,2022,3130.8,240317.0,76.76,Low,0.04,68.69,10669.0,1.0,3551.39,69.86
13052022,1305,13,Tanah Datar,2022,1336.0,376276.0,281.64,Low,0.12,73.29,15059.0,1.0,4705.73,72.1
13062022,1306,13,Padang Pariaman,2022,1343.09,436129.0,324.72,Low,0.0,71.63,22193.0,1.0,7959.35,71.05
13082022,1308,13,Lima Puluh Kota,2022,3354.0,388375.0,115.79,Low,0.23,70.28,17901.0,1.0,5595.48,71.14
13092022,1309,13,Pasaman,2022,3947.63,307425.0,77.88,Low,7.98,67.41,10391.0,1.0,4425.3,70.82
13112022,1311,13,Dharmasraya,2022,2961.0,234713.0,79.27,Low,0.02,72.3,12233.0,1.0,3783.11,70.99
13122022,1312,13,Pasaman Barat,2022,3887.77,442479.0,113.81,Low,0.11,69.57,17876.0,1.0,6387.68,70.84
13712022,1371,13,City of Padang,2022,694.96,919145.0,1322.59,Low,142.27,83.29,72979.0,1.0,23497.31,71.36
13732022,1373,13,City of Sawah Lunto,2022,273.5,66413.0,242.83,Low,0.34,73.73,4390.0,1.0,688.26,70.85
13742022,1374,13,City of Padang Panjang,2022,23.0,57850.0,2515.22,Medium,1.34,78.78,4087.0,1.0,1786.51,71.23
13752022,1375,13,City of Bukittinggi,2022,25.24,122311.0,4845.92,Medium,1.29,81.42,10194.0,1.0,4570.75,71.25
13772022,1377,13,City of Pariaman,2022,73.36,96719.0,1318.42,Low,0.54,77.65,5882.0,1.0,1396.34,71.28
14012022,1401,14,Kuantan Singingi,2022,7656.03,345850.0,45.17,Low,624.39,71.09,44910.0,1.0,5080.06,68.69
14022022,1402,14,Indragiri Hulu,2022,8198.71,464076.0,56.6,Low,,70.46,54185.0,1.0,6617.32,71.9
14032022,1403,14,Indragiri Hilir,2022,12614.78,660747.0,52.38,Low,0.02,67.37,83164.0,,,72.43
14052022,1405,14,Siak,2022,8556.09,477550.0,55.81,Low,1.41,74.5,106995.0,4.0,6813.57,73.78
14062022,1406,14,Kampar,2022,11289.28,878210.0,77.79,Low,,73.84,103550.0,,,70.76
14072022,1407,14,Rokan Hulu,2022,7588.13,582679.0,76.79,Low,0.4,70.31,49614.0,2.0,13261.38,71.7
14082022,1408,14,Bengkalis,2022,514.0,582973.0,1134.19,Low,0.56,74.38,175972.0,4.0,,73.92
14102022,1410,14,Kepulauan Meranti,2022,3708.0,213532.0,57.59,Low,0.01,66.52,24896.0,,,72.8
14712022,1471,14,City of Pekanbaru,2022,632.3,1007540.0,1593.45,Low,68.06,82.06,144559.0,1.0,35650.33,71.42
14732022,1473,14,City of Dumai,2022,1727.0,331832.0,192.14,Low,0.26,75.26,45053.0,1.0,6055.93,72.44
15012022,1501,15,Kerinci,2022,3807.0,253900.0,66.69,Low,,71.99,12226.0,,,76.11
15042022,1504,15,Batang Hari,2022,4179.7,313200.0,74.93,Low,0.12,70.51,24304.0,,,75.15
15052022,1505,15,Muaro Jambi,2022,5246.0,412800.0,78.69,Low,,70.18,32958.0,,,75.9
15062022,1506,15,Tanjung Jabung Timur,2022,5426.0,234200.0,43.16,Low,,65.77,25606.0,,,77.35
15082022,1508,15,Tebo,2022,6461.0,344800.0,53.37,Low,,69.78,19698.0,,,76.25
15712022,1571,15,City of Jambi,2022,175.53,619600.0,3529.88,Medium,24.23,79.58,36184.0,1.0,15968.8,78.98
15722022,1572,15,City of Sungai Penuh,2022,391.5,99200.0,253.38,Low,,76.17,8679.0,,1829.54,74.61
16022022,1602,16,Ogan Komering Ilir,2022,19023.47,776690.0,40.83,Low,,68.02,34239.0,,,70.92
16032022,1603,16,Muara Enim,2022,6763.91,624019.0,92.26,Low,21.06,69.43,113577.0,1.0,8490.1,71.47
16042022,1604,16,Lahat,2022,4344.87,441174.0,101.54,Low,,68.4,27834.0,1.0,9840.69,72.43
16062022,1606,16,Musi Banyuasin,2022,14265.96,633124.0,44.38,Low,6881.99,68.6,82432.0,8.0,9414.55,71.11
16072022,1607,16,Banyu Asin,2022,11875.0,852576.0,71.8,Low,294.96,67.93,34443.0,2.0,21123.59,75.27
16092022,1609,16,Ogan Komering Ulu Timur,2022,4369.25,656857.0,150.34,Low,0.11,70.23,17833.0,2.0,10298.17,71.69
16102022,1610,16,Ogan Ilir,2022,2382.0,422907.0,177.54,Low,,67.96,13251.0,,,70.74
16112022,1611,16,Empat Lawang,2022,2256.0,357673.0,158.54,Low,,66.0,5838.0,,,75.74
16122022,1612,16,Penukal Abab Lematang Ilir,2022,1840.0,200368.0,108.9,Low,4.44,65.75,8195.0,1.0,3731.63,73.4
16132022,1613,16,Musi Rawas Utara,2022,6008.55,192369.0,32.02,Low,,65.74,8549.0,,,72.52
16712022,1671,16,City of Palembang,2022,352.5,1707996.0,4845.38,Medium,43.87,79.47,179107.0,1.0,43981.57,70.97
16722022,1672,16,City of Prabumulih,2022,434.46,199047.0,458.15,Low,4.74,75.52,9208.0,1.0,3591.82,72.37
16732022,1673,16,City of Pagar Alam,2022,633.66,147071.0,232.1,Low,,69.6,3256.0,,,74.2
16742022,1674,16,City of Lubuklinggau,2022,401.5,240238.0,598.35,Low,,75.53,7688.0,,,71.99
17012022,1701,17,Bengkulu Selatan,2022,1186.7,170093.0,143.33,Low,,71.42,6713.0,,,66.6
17022022,1702,17,Rejang Lebong,2022,1515.76,281281.0,185.57,Low,,71.45,10993.0,,,70.1
17032022,1703,17,Bengkulu Utara,2022,4424.6,302833.0,68.44,Low,4.38,69.77,12319.0,1.0,6920.77,69.74
17042022,1704,17,Kaur,2022,2556.0,129661.0,50.73,Low,,67.77,4227.0,,,69.52
17062022,1706,17,Mukomuko,2022,4147.0,196571.0,47.4,Low,,69.12,6217.0,,,68.35
17072022,1707,17,Lebong,2022,1665.28,107248.0,64.4,Low,1214.51,68.12,3889.0,1.0,2940.98,71.05
17092022,1709,17,Bengkulu Tengah,2022,1223.94,119814.0,97.89,Low,,68.47,6545.0,,,70.73
17712022,1771,17,City of Bengkulu,2022,151.7,384841.0,2536.86,Medium,0.61,80.99,28090.0,,,68.5
18012022,1801,18,Lampung Barat,2022,3368.14,303397.0,90.08,Low,0.25,68.39,8280.0,,,69.63
18022022,1802,18,Tanggamus,2022,4654.96,652898.0,140.26,Low,0.21,67.22,18096.0,1.0,13345.24,70.51
18032022,1803,18,Lampung Selatan,2022,2219.46,1081115.0,487.11,Low,,69.0,51481.0,,,73.57
18042022,1804,18,Lampung Timur,2022,5325.03,1127946.0,211.82,Low,,70.58,49710.0,,,72.25
18052022,1805,18,Lampung Tengah,2022,4546.0,1500022.0,329.97,Low,0.01,70.8,82454.0,,,73.65
18062022,1806,18,Lampung Utara,2022,2667.0,635129.0,238.14,Low,,68.33,27046.0,,,72.04
18072022,1807,18,Way Kanan,2022,3921.63,481036.0,122.66,Low,1036.46,68.04,16153.0,1.0,7008.61,70.68
18082022,1808,18,Tulangbawang,2022,4386.0,431208.0,98.31,Low,,69.53,25983.0,,,68.28
18092022,1809,18,Pesawaran,2022,1173.77,487153.0,415.03,Low,15.49,66.7,18601.0,,,73.51
18102022,1810,18,Pringsewu,2022,625.0,408415.0,653.46,Low,0.17,70.98,12842.0,1.0,5939.62,71.48
18112022,1811,18,Mesuji,2022,2184.0,232685.0,106.54,Low,0.0,64.94,11953.0,,,71.53
18122022,1812,18,Tulang Bawang Barat,2022,1201.15,289620.0,241.12,Low,0.1,67.13,13233.0,1.0,4178.77,70.48
18132022,1813,18,Pesisir Barat,2022,2953.0,164816.0,55.81,Low,,65.14,5345.0,,,71.37
18712022,1871,18,City of Bandar Lampung,2022,197.22,1209937.0,6134.96,Medium,6.01,78.01,67882.0,1.0,28705.76,72.95
19012022,1901,19,Bangka,2022,3028.79,334344.0,110.39,Low,9.95,72.95,17959.0,2.0,4881.42,72.79
19022022,1902,19,Belitung,2022,2293.69,186331.0,81.24,Low,41.92,73.38,12322.0,1.0,2686.46,73.67
19032022,1903,19,Bangka Barat,2022,2884.15,209413.0,72.61,Low,67.29,70.12,16761.0,,,74.58
19042022,1904,19,Bangka Tengah,2022,2279.11,205510.0,90.17,Low,462.75,71.4,10523.0,1.0,3006.11,73.49
19052022,1905,19,Bangka Selatan,2022,3607.08,202263.0,56.07,Low,100.74,67.95,10693.0,1.0,2996.69,74.32
19062022,1906,19,Belitung Timur,2022,2506.91,130463.0,52.04,Low,,72.29,9785.0,1.0,1858.52,75.91
19712022,1971,19,City of Pangkal Pinang,2022,118.4,226297.0,1911.29,Low,,79.24,17278.0,,,74.08
21012022,2101,21,Karimun,2022,1524.0,266177.0,174.66,Low,11.17,72.65,15554.0,1.0,6800.82,74.29
21022022,2102,21,Bintan,2022,1946.13,165781.0,85.18,Low,0.19,74.99,22996.0,1.0,2040.99,75.82
21032022,2103,21,Natuna,2022,2009.04,83102.0,41.36,Low,0.32,73.47,24265.0,1.0,1247.51,74.18
21042022,2104,21,Lingga,2022,2117.72,102853.0,48.57,Low,,66.57,4853.0,1.0,1037.66,73.38
21052022,2105,21,Kepulauan Anambas,2022,590.14,49632.0,84.1,Low,,69.61,19909.0,,481.8,75.48
21712022,2171,21,City of Batam,2022,3868.97,1236010.0,319.47,Low,2.5,81.67,194836.0,1.0,41346.16,74.67
21722022,2172,21,City of Tanjung Pinang,2022,144.56,239854.0,1659.2,Low,25.07,79.64,21792.0,1.0,5690.54,74.87
31012022,3101,31,Kep. Seribu,2022,10.73,28262.0,2633.92,Medium,2.91,72.79,10126.0,,653.11,72.98
31712022,3171,31,City of Jakarta Selatan,2022,144.94,2234262.0,15415.08,High,3.21,85.21,730695.0,1.0,71330.09,74.11
31732022,3173,31,City of Jakarta Pusat,2022,47.56,1053482.0,22150.59,High,0.84,82.11,795395.0,,31026.85,72.06
31742022,3174,31,City of Jakarta Barat,2022,125.0,2458707.0,19669.66,High,0.02,82.51,540753.0,,73854.78,72.82
31752022,3175,31,City of Jakarta Utara,2022,147.21,1799220.0,12222.13,High,0.83,80.81,587792.0,,49948.08,73.73
32012022,3201,32,Bogor,2022,2710.62,5566838.0,2053.71,Medium,,71.2,267744.0,,,74.49
32022022,3202,32,Sukabumi,2022,4145.7,2806664.0,677.01,Low,,67.64,76244.0,,,74.43
32032022,3203,32,Cianjur,2022,3840.16,2542793.0,662.16,Low,,65.94,53989.0,,,74.85
32042022,3204,32,Bandung,2022,1767.96,3718660.0,2103.36,Medium,282.45,73.16,143002.0,1.0,46835.19,74.24
32052022,3205,32,Garut,2022,3074.07,2627220.0,854.64,Low,0.19,67.41,66591.0,1.0,40596.96,73.51
32062022,3206,32,Tasikmalaya,2022,2551.19,1906288.0,747.22,Low,,66.84,42660.0,1.0,,72.21
32082022,3208,32,Kuningan,2022,1110.56,1196017.0,1076.95,Low,0.11,70.16,29520.0,1.0,21878.21,73.16
32092022,3209,32,Cirebon,2022,984.52,2315417.0,2351.82,Medium,,70.06,56654.0,,,74.98
32102022,3210,32,Majalengka,2022,1204.24,1335460.0,1108.96,Low,,68.56,37777.0,,,74.72
32112022,3211,32,Sumedang,2022,1518.33,1167033.0,768.63,Low,0.14,72.69,40025.0,,16159.2,74.65
32122022,3212,32,Indramayu,2022,2040.11,1871832.0,917.52,Low,0.74,68.55,90773.0,2.0,40648.11,73.21
32132022,3213,32,Subang,2022,1893.95,1624386.0,857.67,Low,,69.87,46160.0,,,74.3
32142022,3214,32,Purwakarta,2022,825.74,1028569.0,1245.63,Low,,71.56,76478.0,,,74.13
32152022,3215,32,Karawang,2022,1652.2,2505247.0,1516.31,Low,,71.74,268229.0,1.0,36643.65,73.61
32162022,3216,32,Bekasi,2022,1224.88,3214791.0,2624.58,Medium,,75.22,367562.0,1.0,82137.91,74.34
32712022,3271,32,City of Bogor,2022,118.5,1063513.0,8974.79,Medium,2.38,77.17,52915.0,1.0,27172.76,74.7
32722022,3272,32,City of Sukabumi,2022,48.25,356410.0,7386.74,Medium,4.25,75.4,14192.0,1.0,6582.84,73.52
32732022,3273,32,City of Bandung,2022,167.67,2461553.0,14680.94,High,1.06,82.5,328151.0,1.0,58187.65,74.21
32742022,3274,32,City of Cirebon,2022,37.36,341235.0,9133.7,Medium,1.7,75.89,26618.0,,,75.91
32752022,3275,32,City of Bekasi,2022,206.61,2590257.0,12536.94,High,0.1,82.46,109881.0,1.0,66817.9,74.82
32762022,3276,32,City of Depok,2022,200.29,2123349.0,10601.37,High,0.36,81.86,81167.0,,,74.38
32792022,3279,32,City of Banjar,2022,113.49,206457.0,1819.16,Low,36.26,72.55,4929.0,1.0,3126.78,75.36
33022022,3302,33,Banyumas,2022,1328.0,1806013.0,1359.95,Low,231.39,73.17,62817.0,1.0,19596.45,72.08
33032022,3303,33,Purbalingga,2022,777.64,1019840.0,1311.46,Low,,69.54,28824.0,1.0,18612.08,73.66
33052022,3305,33,Kebumen,2022,1281.11,1376825.0,1074.71,Low,223.26,70.79,32615.0,2.0,16901.34,72.34
33062022,3306,33,Purworejo,2022,1034.84,778257.0,752.06,Low,0.33,73.6,21353.0,1.0,10569.42,71.99
33072022,3307,33,Wonosobo,2022,984.68,896346.0,910.29,Low,,68.89,21587.0,1.0,13368.26,71.97
33082022,3308,33,Magelang,2022,1085.73,1312573.0,1208.93,Low,0.0,70.85,37432.0,,,71.94
33092022,3309,33,Boyolali,2022,1096.35,1079952.0,985.04,Low,0.3,74.97,38789.0,1.0,10678.13,70.75
33102022,3310,33,Klaten,2022,655.56,1275850.0,1946.2,Low,,76.95,46592.0,1.0,23470.34,71.27
33112022,3311,33,Sukoharjo,2022,466.66,916627.0,1964.23,Low,,77.94,42781.0,1.0,13210.11,72.88
33122022,3312,33,Wonogiri,2022,1941.28,1057087.0,544.53,Low,720.21,71.04,33692.0,1.0,12691.79,73.48
33132022,3313,33,Karanganyar,2022,774.0,947642.0,1224.34,Low,0.59,76.58,43088.0,1.0,13706.6,73.44
33142022,3314,33,Sragen,2022,941.55,992243.0,1053.84,Low,117.34,74.65,44243.0,1.0,21541.74,70.99
33152022,3315,33,Grobogan,2022,2022.25,1470150.0,726.99,Low,0.71,70.97,31807.0,1.0,31002.18,73.04
33162022,3316,33,Blora,2022,1820.95,888224.0,487.78,Low,4.87,69.95,30960.0,2.0,13981.18,71.97
33172022,3317,33,Rembang,2022,1014.08,650770.0,641.73,Low,1.38,71.0,22107.0,1.0,9202.6,72.58
33182022,3318,33,Pati,2022,1503.68,1339572.0,890.86,Low,383.58,73.14,50119.0,1.0,24622.39,72.71
33192022,3319,33,Kudus,2022,425.2,856472.0,2014.28,Medium,6.3,75.89,114565.0,1.0,16357.9,69.66
33202022,3320,33,Jepara,2022,1062.01,1192811.0,1123.16,Low,182.33,73.15,35011.0,3.0,15051.64,70.35
33212022,3321,33,Demak,2022,897.43,1223217.0,1363.02,Low,0.74,73.36,30252.0,1.0,26366.64,72.12
33222022,3322,33,Semarang,2022,950.21,1068492.0,1124.48,Low,0.0,74.67,56640.0,1.0,19342.15,72.04
33232022,3323,33,Temanggung,2022,870.65,799764.0,918.58,Low,171.59,70.77,24726.0,1.0,14605.04,71.98
33242022,3324,33,Kendal,2022,1002.23,1033367.0,1031.07,Low,0.07,73.19,49666.0,1.0,14965.29,73.12
33252022,3325,33,Batang,2022,788.6,813791.0,1031.94,Low,,69.45,25444.0,1.0,20705.54,71.25
33262022,3326,33,Pekalongan,2022,836.13,986455.0,1179.79,Low,0.2,70.81,25962.0,1.0,14256.96,70.96
33272022,3327,33,Pemalang,2022,1115.0,1500754.0,1345.97,Low,150.18,67.19,29915.0,1.0,21669.45,73.06
33282022,3328,33,Tegal,2022,876.1,1623595.0,1853.21,Low,0.16,69.53,40770.0,1.0,30646.62,70.55
33292022,3329,33,Brebes,2022,1769.62,2010617.0,1136.19,Low,1.78,67.03,53709.0,2.0,36693.76,72.65
33722022,3372,33,City of Surakarta,2022,46.72,523008.0,11194.52,High,,83.08,55849.0,1.0,13734.55,71.85
33732022,3373,33,City of Salatiga,2022,56.78,195065.0,3435.45,Medium,,84.35,15381.0,1.0,4166.83,73.36
33752022,3375,33,City of Pekalongan,2022,45.25,309742.0,6845.13,Medium,,75.9,12591.0,,,70.84
33762022,3376,33,City of Tegal,2022,39.68,278299.0,7013.58,Medium,,76.15,17680.0,1.0,7936.6,73.23
34012022,3401,34,Kulon Progo,2022,586.3,440680.0,751.63,Low,0.79,75.46,14315.0,1.0,6473.07,73.34
34022022,3402,34,Bantul,2022,506.85,1000800.0,1974.55,Low,,80.69,31183.0,,,72.63
34032022,3403,34,Gunung Kidul,2022,1485.36,749710.0,504.73,Low,0.02,70.96,22749.0,1.0,13787.19,70.61
34042022,3404,34,Sleman,2022,574.82,1145850.0,1993.41,Low,,84.31,54702.0,1.0,21780.73,71.2
34712022,3471,34,City of Yogyakarta,2022,32.5,375520.0,11554.46,High,2.62,87.69,42624.0,,11064.26,71.32
35022022,3502,35,Ponorogo,2022,1371.78,964253.0,702.92,Low,0.12,71.87,23028.0,1.0,13955.26,74.97
35042022,3504,35,Tulungagung,2022,1055.65,1105337.0,1047.07,Low,,74.06,44133.0,1.0,20214.89,72.17
35062022,3506,35,Kediri,2022,1386.05,1656020.0,1194.78,Low,0.01,73.46,46650.0,1.0,24008.24,71.83
35072022,3507,35,Malang,2022,3530.65,2685900.0,760.74,Low,,71.38,117422.0,3.0,35061.41,72.11
35082022,3508,35,Lumajang,2022,1790.9,1137227.0,635.0,Low,4.12,66.95,36664.0,1.0,19144.61,74.98
35092022,3509,35,Jember,2022,3306.69,2567718.0,776.52,Low,0.6,67.97,88030.0,4.0,37036.24,72.48
35102022,3510,35,Banyuwangi,2022,5782.5,1731731.0,299.48,Low,,71.94,93279.0,1.0,29707.85,72.37
35122022,3512,35,Situbondo,2022,1638.5,691260.0,421.89,Low,5.45,68.25,23129.0,1.0,9389.17,73.29
35132022,3513,35,Probolinggo,2022,1696.17,1159965.0,683.87,Low,3.99,66.96,38933.0,1.0,16876.05,74.74
35142022,3514,35,Pasuruan,2022,1474.02,1619035.0,1098.38,Low,,69.68,172654.0,,,71.1
35152022,3515,35,Sidoarjo,2022,714.27,2103401.0,2944.83,Medium,0.38,81.02,245227.0,,,75.08
